relative_path,epsilon,true_index,true_label,clean_predicted_index,clean_predicted_label,adversarial_predicted_index,adversarial_predicted_label,clean_correct,attack_success,linf
DDG\DDG_40.jpeg,0.05,5,DDG,5,DDG,6,Recreational,True,True,0.050000012
DDG\DDG_41.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_42.jpeg,0.05,5,DDG,9,Tug,6,Recreational,False,False,0.050000012
DDG\DDG_5.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_6.jpeg,0.05,5,DDG,5,DDG,6,Recreational,True,True,0.050000012
DDG\DDG_7.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_8.jpeg,0.05,5,DDG,6,Recreational,1,Bulkers,False,False,0.050000012
DDG\DDG_9.jpeg,0.05,5,DDG,5,DDG,8,Submarine,True,True,0.050000012
Recreational\Recreational_1.jpeg,0.05,6,Recreational,9,Tug,9,Tug,False,False,0.050000012
Recreational\Recreational_10.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_1001.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1002.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1003.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1004.jpeg,0.05,6,Recreational,6,Recreational,9,Tug,True,True,0.050000012
Recreational\Recreational_1005.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_1006.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1007.jpeg,0.05,6,Recreational,6,Recreational,4,Cruise,True,True,0.050000012
Recreational\Recreational_1008.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_1009.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1010.jpeg,0.05,6,Recreational,6,Recreational,4,Cruise,True,True,0.050000012
Recreational\Recreational_1011.jpeg,0.05,6,Recreational,6,Recreational,0,Aircraft Carrier,True,True,0.050000012
Recreational\Recreational_1012.jpeg,0.05,6,Recreational,6,Recreational,0,Aircraft Carrier,True,True,0.050000012
Recreational\Recreational_1013.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_1014.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1015.jpeg,0.05,6,Recreational,6,Recreational,9,Tug,True,True,0.050000012
Recreational\Recreational_1016.jpeg,0.05,6,Recreational,6,Recreational,4,Cruise,True,True,0.050000012
Recreational\Recreational_1017.jpeg,0.05,6,Recreational,6,Recreational,4,Cruise,True,True,0.050000012
Recreational\Recreational_1018.jpeg,0.05,6,Recreational,6,Recreational,5,DDG,True,True,0.050000012
Recreational\Recreational_1019.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1020.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1021.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1022.jpeg,0.05,6,Recreational,6,Recreational,0,Aircraft Carrier,True,True,0.050000012
Recreational\Recreational_1023.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1024.jpeg,0.05,6,Recreational,6,Recreational,4,Cruise,True,True,0.050000012
Recreational\Recreational_1025.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_1026.jpeg,0.05,6,Recreational,6,Recreational,4,Cruise,True,True,0.050000012
Recreational\Recreational_1027.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1028.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1029.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1030.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1031.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_1032.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1033.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_1034.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1035.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1036.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1037.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1038.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_1039.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_1040.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1041.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1042.jpeg,0.05,6,Recreational,6,Recreational,5,DDG,True,True,0.050000012
Recreational\Recreational_1043.jpeg,0.05,6,Recreational,6,Recreational,0,Aircraft Carrier,True,True,0.050000012
Recreational\Recreational_1044.jpeg,0.05,6,Recreational,6,Recreational,8,Submarine,True,True,0.050000012
Recreational\Recreational_1045.jpeg,0.05,6,Recreational,6,Recreational,4,Cruise,True,True,0.050000012
Recreational\Recreational_1046.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1047.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1048.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1049.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1050.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1051.jpeg,0.05,6,Recreational,6,Recreational,0,Aircraft Carrier,True,True,0.050000012
Recreational\Recreational_1052.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1053.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1054.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1055.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1056.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1057.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_1058.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1059.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1060.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1061.jpeg,0.05,6,Recreational,6,Recreational,9,Tug,True,True,0.050000012
Recreational\Recreational_1062.jpeg,0.05,6,Recreational,6,Recreational,4,Cruise,True,True,0.050000012
Recreational\Recreational_1063.jpeg,0.05,6,Recreational,6,Recreational,4,Cruise,True,True,0.050000012
Recreational\Recreational_1064.jpeg,0.05,6,Recreational,6,Recreational,0,Aircraft Carrier,True,True,0.050000012
Recreational\Recreational_1065.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_1066.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1067.jpeg,0.05,6,Recreational,6,Recreational,0,Aircraft Carrier,True,True,0.050000012
Recreational\Recreational_1068.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_1069.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_1070.jpeg,0.05,6,Recreational,6,Recreational,9,Tug,True,True,0.050000012
Recreational\Recreational_1071.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_1072.jpeg,0.05,6,Recreational,1,Bulkers,1,Bulkers,False,False,0.050000012
Recreational\Recreational_1073.jpeg,0.05,6,Recreational,6,Recreational,0,Aircraft Carrier,True,True,0.050000012
Recreational\Recreational_11.jpeg,0.05,6,Recreational,6,Recreational,9,Tug,True,True,0.050000012
Recreational\Recreational_12.jpeg,0.05,6,Recreational,6,Recreational,7,Sailboat,True,True,0.050000012
Recreational\Recreational_13.jpeg,0.05,6,Recreational,6,Recreational,9,Tug,True,True,0.050000012
Recreational\Recreational_14.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_15.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_16.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_2.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_3.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_4.jpeg,0.05,6,Recreational,9,Tug,9,Tug,False,False,0.050000012
Recreational\Recreational_5.jpeg,0.05,6,Recreational,6,Recreational,9,Tug,True,True,0.050000012
Recreational\Recreational_6.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_7.jpeg,0.05,6,Recreational,6,Recreational,1,Bulkers,True,True,0.050000012
Recreational\Recreational_8.jpeg,0.05,6,Recreational,6,Recreational,6,Recreational,True,False,0.050000012
Recreational\Recreational_9.jpeg,0.05,6,Recreational,6,Recreational,9,Tug,True,True,0.050000012
Sailboat\Sailboat_1.jpeg,0.05,7,Sailboat,9,Tug,9,Tug,False,False,0.050000012
Sailboat\Sailboat_10.jpeg,0.05,7,Sailboat,7,Sailboat,6,Recreational,True,True,0.050000012
Sailboat\Sailboat_1001.jpeg,0.05,7,Sailboat,6,Recreational,6,Recreational,False,False,0.050000012
Sailboat\Sailboat_1002.jpeg,0.05,7,Sailboat,0,Aircraft Carrier,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1003.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1004.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1005.jpeg,0.05,7,Sailboat,6,Recreational,6,Recreational,False,False,0.050000012
Sailboat\Sailboat_1006.jpeg,0.05,7,Sailboat,7,Sailboat,6,Recreational,True,True,0.050000012
Sailboat\Sailboat_1007.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1008.jpeg,0.05,7,Sailboat,6,Recreational,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1009.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1010.jpeg,0.05,7,Sailboat,6,Recreational,6,Recreational,False,False,0.050000012
Sailboat\Sailboat_1011.jpeg,0.05,7,Sailboat,7,Sailboat,1,Bulkers,True,True,0.050000012
Sailboat\Sailboat_1012.jpeg,0.05,7,Sailboat,7,Sailboat,1,Bulkers,True,True,0.050000012
Sailboat\Sailboat_1013.jpeg,0.05,7,Sailboat,6,Recreational,6,Recreational,False,False,0.050000012
Sailboat\Sailboat_1014.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1015.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1016.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1017.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1018.jpeg,0.05,7,Sailboat,6,Recreational,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1019.jpeg,0.05,7,Sailboat,6,Recreational,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1020.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1021.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1022.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1023.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1024.jpeg,0.05,7,Sailboat,6,Recreational,6,Recreational,False,False,0.050000012
Sailboat\Sailboat_1025.jpeg,0.05,7,Sailboat,7,Sailboat,6,Recreational,True,True,0.050000012
Sailboat\Sailboat_1026.jpeg,0.05,7,Sailboat,0,Aircraft Carrier,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1027.jpeg,0.05,7,Sailboat,7,Sailboat,6,Recreational,True,True,0.050000012
Sailboat\Sailboat_1028.jpeg,0.05,7,Sailboat,7,Sailboat,6,Recreational,True,True,0.050000012
Sailboat\Sailboat_1029.jpeg,0.05,7,Sailboat,6,Recreational,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1030.jpeg,0.05,7,Sailboat,5,DDG,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1031.jpeg,0.05,7,Sailboat,6,Recreational,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1032.jpeg,0.05,7,Sailboat,6,Recreational,6,Recreational,False,False,0.050000012
Sailboat\Sailboat_1033.jpeg,0.05,7,Sailboat,6,Recreational,6,Recreational,False,False,0.050000012
Sailboat\Sailboat_1034.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1035.jpeg,0.05,7,Sailboat,7,Sailboat,1,Bulkers,True,True,0.050000012
Sailboat\Sailboat_1036.jpeg,0.05,7,Sailboat,7,Sailboat,1,Bulkers,True,True,0.050000012
Sailboat\Sailboat_1037.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1038.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1039.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1040.jpeg,0.05,7,Sailboat,7,Sailboat,1,Bulkers,True,True,0.050000012
Sailboat\Sailboat_1041.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1042.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1043.jpeg,0.05,7,Sailboat,6,Recreational,6,Recreational,False,False,0.050000012
Sailboat\Sailboat_1044.jpeg,0.05,7,Sailboat,6,Recreational,5,DDG,False,False,0.050000012
Sailboat\Sailboat_1045.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1046.jpeg,0.05,7,Sailboat,0,Aircraft Carrier,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1047.jpeg,0.05,7,Sailboat,7,Sailboat,1,Bulkers,True,True,0.050000012
Sailboat\Sailboat_1048.jpeg,0.05,7,Sailboat,6,Recreational,6,Recreational,False,False,0.050000012
Sailboat\Sailboat_1049.jpeg,0.05,7,Sailboat,6,Recreational,6,Recreational,False,False,0.050000012
Sailboat\Sailboat_1050.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1051.jpeg,0.05,7,Sailboat,6,Recreational,6,Recreational,False,False,0.050000012
Sailboat\Sailboat_1052.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1053.jpeg,0.05,7,Sailboat,0,Aircraft Carrier,5,DDG,False,False,0.050000012
Sailboat\Sailboat_1054.jpeg,0.05,7,Sailboat,6,Recreational,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1055.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1056.jpeg,0.05,7,Sailboat,6,Recreational,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_1057.jpeg,0.05,7,Sailboat,6,Recreational,6,Recreational,False,False,0.050000012
Sailboat\Sailboat_1058.jpeg,0.05,7,Sailboat,6,Recreational,6,Recreational,False,False,0.050000012
Sailboat\Sailboat_1059.jpeg,0.05,7,Sailboat,7,Sailboat,1,Bulkers,True,True,0.050000012
Sailboat\Sailboat_11.jpeg,0.05,7,Sailboat,1,Bulkers,1,Bulkers,False,False,0.050000012
Sailboat\Sailboat_12.jpeg,0.05,7,Sailboat,7,Sailboat,1,Bulkers,True,True,0.050000012
Sailboat\Sailboat_13.jpeg,0.05,7,Sailboat,7,Sailboat,1,Bulkers,True,True,0.050000012
Sailboat\Sailboat_14.jpeg,0.05,7,Sailboat,7,Sailboat,6,Recreational,True,True,0.050000012
Sailboat\Sailboat_15.jpeg,0.05,7,Sailboat,7,Sailboat,7,Sailboat,True,False,0.050000012
Sailboat\Sailboat_2.jpeg,0.05,7,Sailboat,7,Sailboat,7,Sailboat,True,False,0.050000012
Sailboat\Sailboat_3.jpeg,0.05,7,Sailboat,9,Tug,9,Tug,False,False,0.050000012
Sailboat\Sailboat_4.jpeg,0.05,7,Sailboat,7,Sailboat,1,Bulkers,True,True,0.050000012
Sailboat\Sailboat_5.jpeg,0.05,7,Sailboat,7,Sailboat,6,Recreational,True,True,0.050000012
Sailboat\Sailboat_6.jpeg,0.05,7,Sailboat,7,Sailboat,1,Bulkers,True,True,0.050000012
Sailboat\Sailboat_7.jpeg,0.05,7,Sailboat,7,Sailboat,1,Bulkers,True,True,0.050000012
Sailboat\Sailboat_8.jpeg,0.05,7,Sailboat,7,Sailboat,1,Bulkers,True,True,0.050000012
Sailboat\Sailboat_9.jpeg,0.05,7,Sailboat,7,Sailboat,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_10.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_1001.jpeg,0.05,8,Submarine,1,Bulkers,1,Bulkers,False,False,0.050000012
Submarine\Submarine_1002.jpeg,0.05,8,Submarine,8,Submarine,6,Recreational,True,True,0.050000012
Submarine\Submarine_1003.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1004.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_1005.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1006.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1007.jpeg,0.05,8,Submarine,8,Submarine,6,Recreational,True,True,0.050000012
Submarine\Submarine_1008.jpeg,0.05,8,Submarine,8,Submarine,6,Recreational,True,True,0.050000012
Submarine\Submarine_1009.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1010.jpeg,0.05,8,Submarine,8,Submarine,6,Recreational,True,True,0.050000012
Submarine\Submarine_1011.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1012.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1013.jpeg,0.05,8,Submarine,8,Submarine,6,Recreational,True,True,0.050000012
Submarine\Submarine_1014.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1015.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1016.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1017.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1018.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1019.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1020.jpeg,0.05,8,Submarine,8,Submarine,6,Recreational,True,True,0.050000012
Submarine\Submarine_1021.jpeg,0.05,8,Submarine,6,Recreational,6,Recreational,False,False,0.050000012
Submarine\Submarine_1022.jpeg,0.05,8,Submarine,8,Submarine,6,Recreational,True,True,0.050000012
Submarine\Submarine_1023.jpeg,0.05,8,Submarine,6,Recreational,6,Recreational,False,False,0.050000012
Submarine\Submarine_1024.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1025.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1026.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_1027.jpeg,0.05,8,Submarine,8,Submarine,6,Recreational,True,True,0.050000012
Submarine\Submarine_1028.jpeg,0.05,8,Submarine,6,Recreational,6,Recreational,False,False,0.050000012
Submarine\Submarine_11.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_12.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_13.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_14.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_15.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_16.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_17.jpeg,0.05,8,Submarine,8,Submarine,0,Aircraft Carrier,True,True,0.050000012
Submarine\Submarine_18.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_19.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_2.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_20.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_21.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_22.jpeg,0.05,8,Submarine,8,Submarine,7,Sailboat,True,True,0.050000012
Submarine\Submarine_23.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_24.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_25.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_26.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_27.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_28.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_29.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_3.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_30.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_31.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_32.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_33.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_34.jpeg,0.05,8,Submarine,8,Submarine,7,Sailboat,True,True,0.050000012
Submarine\Submarine_35.jpeg,0.05,8,Submarine,8,Submarine,1,Bulkers,True,True,0.050000012
Submarine\Submarine_36.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_37.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_38.jpeg,0.05,8,Submarine,8,Submarine,6,Recreational,True,True,0.050000012
Submarine\Submarine_4.jpeg,0.05,8,Submarine,8,Submarine,6,Recreational,True,True,0.050000012
Submarine\Submarine_5.jpeg,0.05,8,Submarine,8,Submarine,7,Sailboat,True,True,0.050000012
Submarine\Submarine_6.jpeg,0.05,8,Submarine,0,Aircraft Carrier,0,Aircraft Carrier,False,False,0.050000012
Submarine\Submarine_7.jpeg,0.05,8,Submarine,8,Submarine,7,Sailboat,True,True,0.050000012
Submarine\Submarine_8.jpeg,0.05,8,Submarine,8,Submarine,8,Submarine,True,False,0.050000012
Submarine\Submarine_9.jpeg,0.05,8,Submarine,8,Submarine,5,DDG,True,True,0.050000012
Tug\Tug_1.jpeg,0.05,9,Tug,9,Tug,5,DDG,True,True,0.050000012
Tug\Tug_10.jpeg,0.05,9,Tug,9,Tug,9,Tug,True,False,0.050000012
Tug\Tug_1001.jpeg,0.05,9,Tug,1,Bulkers,1,Bulkers,False,False,0.050000012
Tug\Tug_1002.jpeg,0.05,9,Tug,1,Bulkers,1,Bulkers,False,False,0.050000012
Tug\Tug_1003.jpeg,0.05,9,Tug,6,Recreational,6,Recreational,False,False,0.050000012
Tug\Tug_1004.jpeg,0.05,9,Tug,6,Recreational,6,Recreational,False,False,0.050000012
Tug\Tug_1005.jpeg,0.05,9,Tug,6,Recreational,6,Recreational,False,False,0.050000012
Tug\Tug_1006.jpeg,0.05,9,Tug,1,Bulkers,1,Bulkers,False,False,0.050000012
Tug\Tug_1007.jpeg,0.05,9,Tug,9,Tug,6,Recreational,True,True,0.050000012
Tug\Tug_1008.jpeg,0.05,9,Tug,1,Bulkers,1,Bulkers,False,False,0.050000012
Tug\Tug_1009.jpeg,0.05,9,Tug,1,Bulkers,1,Bulkers,False,False,0.050000012
Tug\Tug_1010.jpeg,0.05,9,Tug,6,Recreational,6,Recreational,False,False,0.050000012
Tug\Tug_1011.jpeg,0.05,9,Tug,6,Recreational,1,Bulkers,False,False,0.050000012
Tug\Tug_1012.jpeg,0.05,9,Tug,1,Bulkers,1,Bulkers,False,False,0.050000012
Tug\Tug_1013.jpeg,0.05,9,Tug,6,Recreational,6,Recreational,False,False,0.050000012
Tug\Tug_1014.jpeg,0.05,9,Tug,1,Bulkers,1,Bulkers,False,False,0.050000012
Tug\Tug_1015.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_1016.jpeg,0.05,9,Tug,9,Tug,6,Recreational,True,True,0.050000012
Tug\Tug_1017.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_1018.jpeg,0.05,9,Tug,1,Bulkers,1,Bulkers,False,False,0.050000012
